SupplierID,Model,SerialNumber,Condition,SmartNet,Note,ReceivedDate,StockStatus
39,QSFP-100G-LR4-S#JV#PACK9114-2,FNS22150DWA,USEB,NC,wh by viet--to AH TECHNOLOGY SOLUTIONS CORP - PO310583,1574269200,0
39,QSFP-100G-LR4-S#JV#PACK9114-2,FNS22150DVH,USEB,NC,wh by viet--to AH TECHNOLOGY SOLUTIONS CORP - PO310583,1574269200,0
39,QSFP-100G-LR4-S#JV#PACK9114-2,FNS22160AWZ,USEB,NC,wh by viet--to AH TECHNOLOGY SOLUTIONS CORP - PO310583,1574269200,0
39,QSFP-100G-LR4-S#JV#PACK9114-2,FNS22150F4Q,USEB,NC,wh by viet--to AH TECHNOLOGY SOLUTIONS CORP - PO310583,1574269200,0
39,QSFP-100G-LR4-S#JV#PACK9114-2,FNS22150EVX,USEB,NC,wh by viet--to AH TECHNOLOGY SOLUTIONS CORP - PO310583,1574269200,0
39,QSFP-100G-LR4-S#JV#PACK9114-2,FNS22160AX8,USEB,NC,wh by viet--to AH TECHNOLOGY SOLUTIONS CORP - PO310583,1574269200,0
39,QSFP-100G-LR4-S#JV#PACK9114-2,FNS22150EL2,USEB,NC,wh by viet--to AH TECHNOLOGY SOLUTIONS CORP - PO310583,1574269200,0
39,QSFP-100G-LR4-S#JV#PACK9114-2,FNS22150ELQ,USEB,NC,wh by viet--to AH TECHNOLOGY SOLUTIONS CORP - PO310583,1574269200,0
39,C3850-NM-2-10G#JV,FOC180328YJ,USEB,NC,Pack1133--to Covenco Inc. - POCUK0002662,1573664400,0
39,C3850-NM-2-10G#JV,FOC1937597Z,USEB,NC,Pack1133--to CablesAndKits - PO66125to Covenco Inc. - POCUK0002662,1573664400,0
39,C3850-NM-2-10G#JV,FOC19383FH7,USEB,NC,Pack1133--,1573664400,1
39,C3850-NM-2-10G#JV,FOC21073NLL,USEB,NC,"Pack1133--to CablesAndKits - PO66125Blind ship for NetworkTigers, - PO191211-11",1573664400,0
39,C3850-NM-2-10G#JV,FOC20291QHU,USEB,NC,Pack1133--to CablesAndKits - PO66125,1573664400,1
39,C3850-NM-2-10G#JV,FOC18151W0M,USEB,NC,Pack1133--to CablesAndKits - PO66125to Covenco Inc. - POCUK0002662,1573664400,0
39,C3850-NM-2-10G#JV,FOC20366FAJ,USEB,NC,Pack1133--to CablesAndKits - PO66125to Covenco Inc. - POCUK0002662,1573664400,0
39,NIM-ES2-8-P#JV,FOC23343W6W,NIB,NC,Pack1133--,1573664400,0
39,NIM-ES2-8-P#JV,FOC23343W92,NIB,NC,Pack1133--,1573664400,1
39,NIM-2GE-CU-SFP#JV,FOC23192QNU,NIB,NC,Pack1133--,1573664400,0
39,NIM-2GE-CU-SFP#JV,FOC23192QGF,NIB,NC,Pack1133--,1573664400,0
39,NIM-2GE-CU-SFP#JV,FOC23192QLZ,NIB,NC,"Pack1133--to DATA HARDWARE DEPOT, LP - PO34921",1573664400,0
39,STACK-T1-3M#JV,MOC2242A3SA,NIB,NC,Pack1133--,1573664400,0
39,STACK-T1-3M#JV,MOC2242A3XD,NIB,NC,Pack1133--,1573664400,0
39,STACK-T1-3M#JV,MOC2238A56N,NIB,NC,Pack1133--,1573664400,0
39,STACK-T1-3M#JV,MOC2319A4X4,NIB,NC,Pack1133--,1573664400,0
39,STACK-T1-3M#JV,MOC2319A4HW,NIB,NC,Pack1133--,1573664400,0
39,STACK-T1-3M#JV,MOC2319A4QR,NIB,NC,Pack1133--,1573664400,0
39,STACK-T1-3M#JV,MOC2319A4QW,NIB,NC,Pack1133--,1573664400,0
39,WS-C3560CG-8PC-S#JV#PACK9114-2,FOC1648Y4UA,USEB,NC,"wh by CuongTM--Blind ship forInspired IT Solutions, LLC- PO 17338",1574355600,0
39,WS-C3560CG-8PC-S#JV#PACK9114-2,FOC1909Z4PS,USEB,NC,"wh by CuongTM--Blind ship forInspired IT Solutions, LLC- PO 17338",1574355600,0
39,WS-C3560CG-8PC-S#JV#PACK9121-2,FOC1611W3WT,USEB,NC,"wh by CuongTM--Blind ship forInspired IT Solutions, LLC- PO 17338",1574355600,0
39,VG224#JV,FHK1229F0DH,USEB,NC,From:      epc-vegas--,1573578000,0
39,VG224#JV,FHK1125F34H,USEB,NC,From:      epc-vegas--,1573578000,0
39,VG224#JV,FHK1229F0DS,USEB,NC,From:      epc-vegas--,1573578000,0
39,VG224#JV,FHK1229F0ED,USEB,NC,From:      epc-vegas--,1573578000,0
39,STACK-T2-3M#JV,LCC1836G1VK,USEB,NC,From:  greencitizen--to AH TECHNOLOGY SOLUTIONS CORP - PO310754,1573578000,0
39,VG224#JV,FHK1229F0EG,USEB,NC,From:  epc-vegas--,1573750800,0
39,VG224#JV,FHK1229F0EC,USEB,NC,From:  epc-vegas--,1573750800,0
39,VG224#JV,FHK1125F34F,USEB,NC,From:  epc-vegas--,1573750800,0
39,VG224#JV,FHK1125F34D,USEB,NC,From:  epc-vegas--,1573750800,0
39,VG224#JV,FHK1206F1HP,USEB,NC,From:  epc-vegas--,1573750800,0
39,SFP-H10GB-ACU10M#JV,TED2218U1J1,NIB,NC,--,1573750800,1
39,VG204XM#JV,FCH1812R08E,USEB,NC,to Aliter Networks B.V. - PO119044+119062--,1573750800,0
39,AIR-CT2504-5-K9#JV,PSZ17010AMG,USEB,NC,From:  luckywolf29--,1573837200,1
39,PWR-80W-AC#JV,DAB130950T8,USEB,NC,From:  luckywolf29--to CablesAndKits - PO67759,1573837200,0
39,PWR-80W-AC#JV,LIT18330GNY,USEB,NC,From:  luckywolf29--,1573837200,1
39,ME-3400G-2CS-A#JV,FOC1608W30Z,USEB,NC,pack6254--to BE Networks - IO20-0235,1573837200,0
39,ME-3400G-2CS-A#JV,FOC1821Z1TT,USEB,NC,pack6254--,1573837200,1
39,ME-3400G-2CS-A#JV,FOC1707V0B3,USEB,NC,pack6254--,1573837200,1
39,ME-3400G-2CS-A#JV,FOC1419V2UX,USEB,NC,pack6254--to BE Networks - IO20-0235,1573837200,0
39,SM-X-6X1G#JV,FOC22521DMH,USEB,NC,IP China--,1574096400,0
39,WS-C2960X-48FPS-L#JV#,FCW2011B3BL,USEB,NC,"IP China--| Model Note:V04|Blind ship for NetworkTigers, - PO191114-5",1574096400,0
39,WS-C2960X-48FPS-L#JV#,FOC1947S4BT,USEB,NC,"IP China--| Model Note:V04|Blind ship for NetworkTigers, - PO191114-5",1574096400,0
39,PWR-60W-AC#JV,LIT16020CNZ,USEB,NC,IP China--to Aliter Networks B.V. - PO119044+119062,1574096400,0
39,PWR-60W-AC#JV,LIT19501SQE,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,DTH1539SSDY,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT19501SQB,USEB,NC,"IP China--to DATA HARDWARE DEPOT, LP - PO36509",1574096400,0
39,PWR-60W-AC#JV,LIT17050TXM,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,DTH1446TGP3,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT180819TL,USEB,NC,IP China--for P3 Systems Inc PO 10384for P3 Systems Inc PO 10384,1574096400,0
39,PWR-60W-AC#JV,LIT16270DQ5,USEB,NC,IP China--to Curvature LLC - PO1280689,1574096400,0
39,PWR-60W-AC#JV,LIT154819PC,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,LIT15481902,USEB,NC,"IP China--to DATA HARDWARE DEPOT, LP - PO35224",1574096400,0
39,PWR-60W-AC#JV,LIT16101T66,USEB,NC,IP China--to Curvature LLC - PO1280689,1574096400,0
39,PWR-60W-AC#JV,LIT17051E7M,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT15490HRL,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT1548174S,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,LIT15522AR3,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,DTH1543S7V7,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT15521U6E,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,LIT16340APG,USEB,NC,IP China--to Curvature LLC - PO1280689,1574096400,0
39,PWR-60W-AC#JV,DTH1402T2U8,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,DTH1343T3Q9,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT15320VKW,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,LIT19501SRN,USEB,NC,"IP China--to DATA HARDWARE DEPOT, LP - PO36509",1574096400,0
39,PWR-60W-AC#JV,LIT16210BU0,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,LIT180213Q0,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,LIT174412CL,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,LIT180114QQ,USEB,NC,IP China--to Curvature LLC - PO1280689,1574096400,0
39,PWR-60W-AC#JV,LIT173410MM,USEB,NC,IP China--for P3 Systems Inc PO 10384for P3 Systems Inc PO 10384,1574096400,0
39,PWR-60W-AC#JV,DTH1504TA64,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT15521WAS,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT14370DZV,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT17350763,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,DTH1406T045,USEB,NC,IP China--,1574096400,0
39,PWR-60W-AC#JV,DTH1329T32K,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT1548138V,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT17230CAG,USEB,NC,IP China--for P3 Systems Inc PO 10384for P3 Systems Inc PO 10384,1574096400,0
39,PWR-60W-AC#JV,LIT1744192Q,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,LIN14320583,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT1915158L,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT15430DF7,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT17100VQB,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT13410DCK,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,DTH1439T2AM,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,DTH1649S2FZ,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-60W-AC#JV,LIT17231SNH,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT16411E1E,USEB,NC,"IP China--to Recurrent Technologies, Inc. - PO44085",1574096400,0
39,PWR-60W-AC#JV,LIT17211J65,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT1333070C,USEB,NC,"IP China--to DATA HARDWARE DEPOT, LP - PO35224",1574096400,0
39,PWR-60W-AC#JV,DTH1744S0FY,USEB,NC,IP China--for P3 Systems Inc PO 10384for P3 Systems Inc PO 10384,1574096400,0
39,PWR-60W-AC#JV,LIT16150BEX,USEB,NC,IP China--,1574096400,1
39,PWR-60W-AC#JV,LIT18060MJD,USEB,NC,IP China--to Curvature LLC - PO1283601,1574096400,0
39,PWR-30W-AC#JV,DAB2024J3PU,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB180833WC,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB194534R3,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB191535DV,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB18493BUZ,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB16433194,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2019J92L,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2053JD97,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2019J54V,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB20043GGB,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19053013,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB18443JVM,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2019J77H,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19463NH2,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2017J9F2,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19063JMU,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2024J256,USEB,NC,IP China--to Curvature LLC - PO1280359,1574096400,0
39,PWR-30W-AC#JV,DAB18423533,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19263D4B,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB20043H6R,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB18443DPY,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB20043GE2,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19063K5C,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB1935304V,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB20043FSF,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19063L5B,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2010JPTR,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19463N39,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2219J23F,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB20043GAX,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB18513SMP,USEB,NC,"IP China--to Core 3 Technologies, LLC - PO32157",1574096400,0
39,PWR-30W-AC#JV,DAB2039J069,USEB,NC,IP China--to Summit Information Resources - PO36587,1574096400,0
39,PWR-30W-AC#JV,DAB1709331G,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB20013H60,USEB,NC,"IP China--to Core 3 Technologies, LLC - PO32187",1574096400,0
39,PWR-30W-AC#JV,DAB184431JS,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19063L5G,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB18513TN2,USEB,NC,IP China--to Curvature LLC - PO1280380,1574096400,0
39,PWR-30W-AC#JV,DAB2022J4LF,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB194539QD,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB20013H5Y,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2053JAU6,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB18223093,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19063K5Y,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19193DPK,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB18493BUY,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB19413282,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB20043FZY,USEB,NC,IP China--,1574096400,1
39,PWR-30W-AC#JV,DAB2053JC77,USEB,NC,IP China--to Aliter Networks B.V. - PO119044+119062,1574096400,0
39,PWR-30W-AC#JV,DAB1941307A,USEB,NC,IP China--,1574096400,1
39,AIR-CAP3602I-E-K9#JV,FCZ1813D0GH,USEB,NC,IP China--,1574096400,0
39,AIR-CAP3602I-E-K9#JV,FCZ1816V1D5,USEB,NC,IP China--,1574096400,0
39,AIR-CAP3602I-E-K9#JV,FCZ1816V1DB,USEB,NC,IP China--,1574096400,0
39,AIR-CAP3602I-E-K9#JV,FCZ1816V1D2,USEB,NC,IP China--,1574096400,0
39,PWR-2901-POE#JV,DCA1744W04C,USEB,NC,From:   future_nt--,1574096400,0
39,PWR-2901-POE#JV,DCA1744W038,USEB,NC,From:   future_nt--,1574096400,0
39,PWR-2901-POE#JV,DCA1825W0DE,USEB,NC,From:   future_nt--,1574096400,0
39,PWR-2901-POE#JV,DCA1728W07Y,USEB,NC,From:   future_nt--,1574096400,0
39,C887VAGW+7-K9#JV,FGL191820DV,USEB,NC,pack6258--to Aliter Networks B.V. - PO119044+119062,1574096400,0
39,ME-3400G-2CS-A#JV,FOC1442Y4TG,USEB,NC,From: Dan Bachman--,1574096400,1
39,GLC-LH-SM#JV,FNS14491A0X,USEB,NC,From: Dan Bachman--,1574096400,1
39,PWR-4220-AC#JV,DAB2228T04V,USEB,NC,PACK6258--to PICS Telecom International Ltd - PO858518,1574096400,0
39,PWR-4220-AC#JV,DAB2133T245,USEB,NC,PACK6258--,1574096400,0
39,PWR-4220-AC#JV,DAB2228T0AF,USEB,NC,PACK6258--to PICS Telecom International Ltd - PO858518,1574096400,0
39,WS-C3650-48FD-S#JV,FDO1928E2TR,USEB,NC,Pack6251--,1574182800,0
39,PWR-C2-1025WAC#JV,DCB1926C1E9,USEB,NC,--,1574182800,1
39,VG204XM#JV,FCH1808S071,USEB,NC,to Summit Information Resources - PO36587--,1574269200,0
39,C3650-STACK#JV,FDO23031MAA,NOB,NC,--,1574269200,1
39,C3650-STACK#JV,FDO23031MAY,NOB,NC,--,1574269200,1
39,STACK-T2-50CM#JV,LCC2302GDUG,NOB,NC,--,1574269200,1
39,PWR-4430-DC#JV,DTN191760ZE,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760WA,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760LB,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760M0,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760YX,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760TG,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760ZV,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760TZ,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760W4,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760YF,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760XC,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760U7,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760WX,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760L7,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760KS,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760XM,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760UB,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760XX,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760Y2,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760ZQ,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760UP,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760M9,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760XA,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760M6,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760XP,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760XJ,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760YT,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN19176104,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760ZZ,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760YS,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760T7,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760YJ,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760XE,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760ND,USEB,NC,--,1574269200,0
39,PWR-4430-DC#JV,DTN191760ZU,USEB,NC,--,1574269200,1
39,PWR-4430-DC#JV,DTN191760XT,USEB,NC,--,1574269200,1
39,WS-C2960X-48LPD-L#JV,FCW1907E0GT,USEB,NC,--,1574269200,0
39,WS-C2960X-48LPD-L#JV,FCW1922B3DR,USEB,NC,--,1574269200,0
39,PWR-C5-600WAC#JV,QCS23104SET,USEB,NC,--,1574269200,1
39,PWR-C5-600WAC#JV,QCS23104SMJ,USEB,NC,--,1574269200,1
39,C4KX-FAN-F#JV,DCH1620E07Z,USEB,NC,to CXtec - POD887465--,1574269200,0
39,C4KX-FAN-F#JV,DCH1607E05G,USEB,NC,to CXtec - POD887465--,1574269200,0
39,C4KX-FAN-F#JV,DCH1607E05S,USEB,NC,to CXtec - POD887465--,1574269200,0
39,C4KX-FAN-F#JV,DCH1618E033,USEB,NC,to CXtec - POD887465--,1574269200,0
39,C4KX-FAN-F#JV,DCH1607E06B,USEB,NC,to CXtec - POD887465--,1574269200,0
39,C4KX-FAN-F#JV,DCH1607E0AM,USEB,NC,to CXtec - POD887465--,1574269200,0
39,C4KX-FAN-F#JV,DCH1620E0CT,USEB,NC,to CXtec - POD887465--,1574269200,0
39,C4KX-FAN-F#JV,DCH1618E01W,USEB,NC,to CXtec - POD887465--,1574269200,0
39,C4KX-FAN-F#JV,DCH1618E026,USEB,NC,to CXtec - POD887465--,1574269200,0
39,C4KX-FAN-F#JV,DCH1620E063,USEB,NC,to CXtec - POD887465--,1574269200,0
39,NIM-2GE-CU-SFP#JV,FOC23181DQ1,NIB,NC,"Blind ship for Triton Datacom, - PO7543--",1574269200,0
39,PWR-C1-715WAC-P#JV#PACK20043,DCC2321C2HW,NIB,NC,"8.3.5.2.B; 19/12/2019

--wh by viet",1576515600,1
39,HWIC-8A/S-232#JV,FOC09193X48,USEB,NC,--,1579280400,0
39,GE-DCARD-ESW#JV,FOC0753004L,USEB,NC,--,1579280400,1
